ManagerID,ManagerName,ManagerRole,TeamSize,Workload,Communication,Support,LearningCulture,RewardFairness,DecisionSpeed,Stress,Burnout,TurnoverIntent,EmployeeEngagementScore
M00014,Omar Garcia,Project Manager,12.087541982033024,0.8074649130110381,0.6884736879841793,0.40558373132509706,0.782323540490472,0.673025923818675,0.5347723622105172,0.914970446864944,0.8934899853228317,0.7914675331368762,24.33270534935085
M00015,Hiro Chen,Project Manager,10.523840963969405,0.8283578243914683,0.5531560807038388,0.6207964422115532,0.592514531898273,0.6794038236060782,0.6142040277528066,0.9323081776770763,0.9083509892421203,0.7843735772063235,22.741165718580355
M00016,Mei Diaz,Project Manager,11.51632960246162,0.7582365545933539,0.6544765588018133,0.6653522957579883,0.7499726257651785,0.6156753574790177,0.719466822094948,0.7947691369760346,0.7069514995037395,0.5327964341571672,48.10796328570387
M00017,Omar Wong,HR Manager,14.928681257989712,0.43982640908183274,0.9114522495446522,0.8731793341677638,0.5778443939386853,0.7873053836003867,0.6695708940826798,0.5963102386487658,0.6578177618057476,0.5569794368479944,72.24201739153683
M00018,Sara Diaz,Operations Manager,14.01211729619753,0.9092003711207726,0.8181935056344747,0.6801357090685418,0.7343296265844088,0.5501173957581241,0.595716637988797,0.8662395189009925,0.8112762840671813,0.7968446027056887,40.57938665957814
M00019,Hiro Khan,Operations Manager,13.752690620621193,0.7683887536530523,0.5955933365922775,0.4494656653918736,0.5612788345143742,0.6965325186369401,0.714730293616424,0.8123550844183018,0.696477684447145,0.6073482774861436,31.63760647306331
M00020,John Garcia,HR Manager,8.44896364643931,0.5041693835444154,0.7885361960917009,0.8694473244696966,0.45911807522132836,0.662099723081395,0.5571499023861461,0.6804348199354069,0.6583959337486938,0.621004087086948,57.6480579425971
M00021,Alice Garcia,Team Lead,4.268320489593128,0.554167563075247,0.7112385882052865,0.7873502038746174,0.48047851326663826,0.8362942122784445,0.6731684146065133,0.7254407055312528,0.7067037123448637,0.5709263760650275,53.996933192505324
M00022,Alice Singh,Project Manager,15.153756630822667,0.774744608592364,0.6074838320976162,0.6265650578963717,0.8122124482549845,0.4570261294488689,0.6158379688005313,0.9190763859943997,0.8030857535459005,0.6887211483109191,32.207399183059714
M00023,John Kumar,HR Manager,13.551085689572615,0.6366652225805683,0.8596295966459458,0.9067851703978496,0.8037069215583972,0.8400732572318532,0.48650897250449404,0.6789132540416296,0.655930452968572,0.5206553028539203,77.13837497711934
M00024,Fatima Zhang,HR Manager,8.50706467680837,0.633145993927218,0.892382252868454,0.8592723800131497,0.6772596530892292,0.7971888612438942,0.41002667231671464,0.7144510645540261,0.7159444568414375,0.5844311966259226,67.55732383258982
M00025,Hiro Zhang,Operations Manager,14.843190338202323,0.8693841319958867,0.704604370103873,0.6573572151633534,0.5429624386664272,0.6961959850270896,0.916722688738607,0.8402921368540883,0.8055590975232925,0.6068105887493778,39.491395595679776
M00026,Mei Lopez,Team Lead,7.628388779800443,0.31829480458207604,0.8493074945516809,0.7767734137035324,0.568507936196742,0.6568885962918927,0.41582477141944973,0.49623638414185556,0.5722471863037105,0.4557793447899239,71.43922194141373
M00027,Fatima Smith,Project Manager,11.417187586092103,0.8484171572874819,0.5045000864272263,0.5876293586377088,0.6178629341203083,0.5863023285783,0.6114409200176868,0.8657919936490871,0.8261616402531856,0.6047010805889832,27.61264409135628
M00028,Fatima Patel,Operations Manager,6.957662171822151,0.7817353493380379,0.6206887987001931,0.6085365865849972,0.8652718821130587,0.6129562856037124,0.623290495332847,0.846196878905919,0.7454673358208933,0.5806729437648772,43.41567102779641
M00029,James Zhang,Team Lead,12.192322552101903,0.5486804813037697,0.8701232472381084,0.614762126078302,0.6427534297852386,0.5753449453465123,0.6172801520237253,0.6420928057688019,0.570039125063212,0.4523426558157455,61.3225907347468
M00030,Emily Kim,Project Manager,13.315639496481404,0.84,0.63,0.49,0.7011959185014709,0.504638734531098,0.7323535573236115,1.0367566371877142,0.9402885752601141,0.7083750774732169,17.19480608377897
M00031,Emily Kumar,Team Lead,5.692681297146862,0.5849527729962842,0.8661383483648694,0.7973895705639484,0.8025922030255834,0.7332688388191849,0.5434579273836617,0.7141995418915966,0.6901625356631494,0.6058329096635319,66.215751891248
M00032,Luis Chen,Project Manager,14.054713259385105,0.92,0.49,0.46,0.6397305112819,0.7655970530530906,0.55541145987715,0.8930292556771293,0.826344250445551,0.7047298096863639,22.501615708396805
M00033,Hiro Brown,Project Manager,13.952456990228846,0.904139305090057,0.41539751141583836,0.5104807299846734,0.7080004175908344,0.8315771418033516,0.6140579458701078,0.9077041606564268,0.8395146375600901,0.661748044976751,25.402866830988597
M00034,Carlos Patel,Team Lead,8.034828497996463,0.62,0.81,0.83,0.7719624935755142,0.6363526584035555,0.34913113138961405,0.731327845010521,0.687315962630669,0.5581848498318516,63.55708444503391
M00035,Alice Lopez,Department Head,24.051532532737962,0.4615100804925494,0.6132918657463498,0.3442261274029703,0.7447229774814778,0.7522245486382901,0.45140257814859774,0.5435942150643452,0.5972046286361102,0.5544473605144191,46.6549417228865
M00036,John Smith,Team Lead,6.256978811333686,0.43,0.83,0.78,0.7650153525494247,0.43620047945380425,0.7862609357336782,0.5511861267054127,0.5116859977062211,0.4720683443648156,71.33309950744314
M00037,Asha Chen,HR Manager,14.464224969300822,0.600006472383767,0.9506702584203832,0.9768394682476036,0.7415387480950927,0.6362082399246692,0.520631923459206,0.6135924894181272,0.7444757502497485,0.6529204275484505,73.35505545495658
M00038,Luis Brown,Project Manager,12.014586764800773,0.8534397848762668,0.5525158945968474,0.5217512147843109,0.6191375756949405,0.6218836651689266,0.3080504503522364,0.8577872723206728,0.811524013886017,0.7120120778812913,25.314824368455866
M00039,James Garcia,Team Lead,10.09540313775522,0.4681812941521698,0.9422347493283122,0.7868729853075784,0.7558893152233331,0.686233597931915,0.36545797283739656,0.5473514170047773,0.5799133262035838,0.5306385413642378,76.93111479433892
M00040,James Silva,Operations Manager,11.354792208551977,0.84,0.36,0.56,0.7185450619425673,0.5395543000233168,0.4724230246110266,0.7603593695516937,0.6894631250936722,0.5925712416152706,30.68872403303114
M00041,Sara Khan,Project Manager,9.059163194111846,0.863451382229681,0.6698728986095197,0.5426369502707131,0.6151941944055873,0.5950051916198181,0.5184592412004765,0.8855328634928481,0.8408849330084718,0.7514351912150499,26.983258639765275
M00042,Mei Zhang,Operations Manager,11.968913273876998,0.6927410912410774,0.5312927753797365,0.5801153185913965,0.5646684609247834,0.557101097673956,0.5272721314376194,0.7213985683557741,0.6208089611526312,0.4822801627765833,40.35024938117498
M00043,Emily Diaz,Project Manager,12.317916834778705,0.8307521283108373,,0.611665968100005,0.6484902765117168,0.7588742079774069,0.80729101924428,0.7475992932490312,0.7137861331575547,0.7052109169632691,46.410235679352645
M00044,Omar Silva,Team Lead,10.69296119111206,0.6656397987030314,0.8712296613919486,0.8214933524530003,0.783539456312723,0.6373500834766955,0.6414595138982706,0.8007477796878321,0.8432404771828208,0.7051954729262189,54.8799305336938
M00045,Asha Singh,HR Manager,15.841966682646785,0.7462604358625282,0.8966042902709727,0.794352737789174,0.6940951457096447,0.6547263456647462,0.7761234771345531,0.8626899707132533,0.7461371105905172,0.6079596308607945,56.33217232110152
M00046,Priya Ali,Team Lead,5.705868800561847,0.6594131676083268,0.8288214943247312,0.7179876616399478,0.8505239191970365,0.5545268786735738,0.6467496640307565,0.6990516028211187,0.6810696025695928,0.5940301208894592,60.159972513802195
M00047,Priya Singh,HR Manager,7.707177034134871,0.5751278394671119,0.9527154863093555,0.8096193224527721,0.6926173079683823,0.7550575336775741,0.6640504062423296,0.7197136255316523,0.6843364298044159,0.6006307539542886,67.61151767099017
M00048,Sara Kumar,Operations Manager,16.603101042594858,0.8638791116829798,0.7384275814713762,0.4514821949191633,0.589310154906681,0.7070679878782921,0.5528774310642068,0.8383119224056721,0.804801993104169,0.6947870824831477,31.406170633677345
M00049,Sara Brown,Operations Manager,3.7757488175124827,0.795482349581901,0.5147844390318334,0.6520987182422855,0.684866172934883,0.6539832854024463,0.7721230621734542,0.8050527675948598,0.7802440534342859,0.6678443982311597,35.486409248693896
M00050,Hiro Chen,Project Manager,18.45307311855749,0.898981419023468,0.6442106183544362,0.5245610823846706,0.8100760904092114,0.5463444368116184,0.44083359233481045,0.9043243961375089,0.8101060600567742,0.7780147639097482,29.03015340611465
M00051,John Brown,Department Head,17.922379665431468,0.5690794350046778,0.6535952423073033,0.6013673668779139,0.843294907624934,0.6667187488831532,0.5740296373326496,0.7555320348947518,0.6950039254222928,0.574397608199509,49.41448282910997
M00052,Omar Singh,Team Lead,8.903324946568388,0.5361916848564857,0.8004631750176523,0.8672749712049237,0.5285099879114556,0.7225644908316907,0.40101529107481904,0.6525996652854624,0.6524133072741688,0.5725894541175238,63.35430174889785
M00053,Asha Singh,Team Lead,7.36097510016193,0.5185156348437217,0.8345165182750985,0.6545110887598581,0.7080137865292813,0.8109311706035304,0.6839852648279988,0.6839314726601876,0.6822257335547455,0.49064776809334887,62.47282688906767
M00054,Priya Kim,Team Lead,9.02972235987032,0.6787861736436213,0.8434321942455208,0.823445092234983,0.7552167469275645,0.7462021334620129,0.8305541393647344,0.6583896289804843,0.6717407983239885,0.7295800027716963,64.61274209359642
M00055,Omar Singh,Team Lead,7.280047652838197,0.4547022493316702,0.9103342630430047,0.904241171194622,0.44467402629233205,0.5940893285637325,0.6695295867642587,0.5585176060056439,0.5924960659046108,0.5406591160981036,69.65967701393028
M00056,Fatima Smith,Team Lead,8.824228601461204,0.5647773603069206,0.7809948569993452,0.7277610633161397,0.9715711239077087,0.4167960624036548,0.2211826495017964,0.7193059352652876,0.7656596815437287,0.645074456518203,54.522903869382354
M00057,Omar Zhang,Project Manager,15.926754928068556,0.822473830928453,0.5101147592057895,0.49050443228592605,0.5016694613916777,0.7216137529740532,0.939082069503668,0.8585086769969017,0.7895936604587355,0.7044016598868051,22.358242828114914
M00058,Luis Brown,Project Manager,13.696788239252548,0.7914597269252718,0.5504556108029441,0.4166217155139609,0.49090446315759384,0.5013995865867273,0.5603342108427379,0.8312157557903639,0.8751727518595458,0.7544804516923524,12.79446540710793
M00059,Sara Zhang,Project Manager,9.123588436887715,0.8474996358751576,0.46143731297095547,0.5640469547339293,0.5746607930027394,0.6354584440741808,0.7002582507586605,0.860733986683495,0.9152477341020153,0.6943777400858655,20.027706058406316
M00060,Alice Chen,HR Manager,14.222021743007174,0.6785869561412163,0.8838045474715436,0.8197335748123386,0.6926070910029,0.6793359372519152,0.60952814344774,0.8108793706570292,0.7347710363986191,0.6796922856940757,57.49864300485289
M00061,Alice Brown,HR Manager,13.572321009550016,0.5014593016209956,0.8374713996354031,0.9108411428332492,0.4515986202481961,0.618860532167736,0.5095133560415529,0.62715729869679,0.6711161486399269,0.5551443337707793,63.02163651152613
M00062,Hiro Zhang,HR Manager,10.364178823256344,0.555063239973216,0.9877668029521341,0.8409709454895843,0.6572636202732157,0.6871289398856946,0.4193353571229018,0.586924210499993,0.6290722363828392,0.483326603748379,76.75540190349467
M00063,Alice Kim,Team Lead,5.564657244787032,0.5210706427007455,0.8333320728104404,0.8269625083653973,0.370553773695246,0.4403552760612402,0.6828254129518789,0.5977151773587305,0.6474268993954767,0.5364599410931622,55.722020258080505
M00064,James Diaz,HR Manager,11.52728219633088,0.521175542949158,0.889242625025141,0.832125417402738,0.6233258273287879,0.649129422068429,0.7431495913229132,0.7759055823251015,0.7578115794906912,0.6401740884600431,57.183006286659186
M00065,Luis Singh,HR Manager,11.334979583624698,0.5011969669390525,0.9326361701681548,0.8673252008624164,0.7293548874209718,0.8318989120973728,0.49973150438385744,0.6204706804895658,0.596254422182104,0.5355427122138648,79.34419434033627
M00066,Sara Lopez,Operations Manager,11.253260647701197,0.8230678808606543,0.5171932303604108,0.6216894975156677,0.8061133192840122,0.6062022926761506,0.3900181628699596,0.7448843523825697,0.6784909425713598,0.5455506984271264,44.6778429014682
M00067,Asha Zhang,Project Manager,4.715645829142803,0.8119098189070122,0.6042078330871452,0.5047386098035036,0.49478972945073085,0.7501597793969909,0.554808526734935,0.8749860021070998,0.7944218128248062,0.6445393476194055,27.669584662025095
M00068,Ahmed Diaz,Team Lead,7.625037025017436,0.5915012839127987,0.8360651857476255,0.7322164350322,0.5247740671542318,0.6012223546486993,0.8645481762613626,0.7375967630448634,0.7041580880017134,0.6100922137507355,51.197604061041424
M00069,Alice Zhang,Project Manager,14.139519726376804,0.8751747578619102,,0.487554793422935,0.6659965159400948,0.5875125687451588,0.7230383827801399,0.9841325534673497,0.8010606606163948,0.617978734794753,25.082761572565953
M00070,Priya Patel,Department Head,30.664023485874036,0.5889556768740668,0.4378838833273593,0.697358455365337,0.8021028842566515,0.5719597148187386,0.5800764454744015,0.6747692337687239,0.7442390803745005,0.6172527764754758,42.399592456733544
M00071,Hiro Lopez,Team Lead,8.231241580842868,0.562479951957383,0.7666476083358351,0.8051505759208961,0.8413396131368749,0.47410454454929635,0.4281628992569012,0.7963101806177639,0.785032745738516,0.6437112885983436,52.060266631476246
M00072,Sara Chen,Project Manager,14.893893765576113,0.8199846875089746,0.592110424057048,0.6533730897385028,0.707191979761453,0.6898416392606991,0.6457855881986745,0.8950620710117787,0.9473438780493169,0.6612094292361401,31.83960550382825
M00073,Omar Kumar,Project Manager,11.104199521369813,0.9672817170230348,0.5882957143870101,0.35865910546369295,0.5726777520198566,0.6278544347241384,0.7973634252117877,1.1066928254877846,0.8817785081715277,0.6911449220968615,9.370674926940243
M00074,Raj Kumar,Team Lead,10.980287191766953,0.3829547691780919,0.6608373622600796,0.8338629773487924,0.6064142057137789,0.5206366086946446,0.626418479984652,0.5307478726918136,0.6205671258703416,0.5103139519510884,61.12711623215251
M00075,Carlos Ali,Team Lead,7.702889170198835,0.7039673086514768,0.8058886178909425,0.7849759651250394,0.5250114179970591,0.5677472280885295,0.6366850684182178,0.8480649353889229,0.8244461445225137,0.6590148382865333,43.151006647067305
M00076,Mei Diaz,Team Lead,8.260302123971169,0.4541944397405546,0.8017052537648386,0.7871461773744595,0.8232259857389581,0.4384621055441112,0.7156938435615852,0.7115603143092506,0.647553322891461,0.5169101017770311,61.58328612857661
M00077,Raj Khan,Team Lead,12.036193465670973,0.35813962252519504,0.9312867701860903,0.7588067525711569,0.7128173734651931,0.6894935272352606,0.6019233246422016,0.5075708125712362,0.5733918753960483,0.5290169656694041,75.80240112514143
M00078,James Kim,Project Manager,9.692057697436187,0.8717420545234925,0.40509376204939707,0.602506947178419,0.8590051111173159,0.5957133925819914,0.5262106364375085,0.8359555469829177,0.7938849873141257,0.6636899026896355,31.47384125489013
M00079,Hiro Kim,HR Manager,12.407480503721466,0.5854220592858881,,0.9787475368403848,0.5997803339619554,0.6134247194515081,0.6603467185495545,0.5992924856044648,0.6550457708944948,0.5779376520991175,70.89728788325256
M00080,Sara Smith,Project Manager,9.293457109895474,0.8620289585614866,0.47877952695094783,0.5235139496435282,0.5593869564262215,0.7166666638446035,0.695553928613394,0.8765659541834886,0.7883227875632403,0.6776854308151732,24.15529547463932
M00081,John Lopez,Team Lead,9.708634678347567,0.5744790181896499,0.8754224994793157,0.7819749601021246,0.819623960646757,0.76853038834507,0.6787878283242262,0.6209288005820217,0.5834319019065164,0.5289144113734492,75.30747730484256
M00082,Mei Kumar,Team Lead,10.583495701465262,0.642548854274229,0.8115193583667013,0.7834669818703973,0.6398212811199807,0.7947046747668942,0.4378035273971349,0.6899023523558795,0.7065438578043257,0.6574913744526647,59.61348318876968
M00083,James Silva,HR Manager,13.215871635403202,0.642983233367263,0.834785749184366,0.9943144789029474,0.6466734773261386,0.7110404829439191,0.6239145559166356,0.7073277512546919,0.7239641408012074,0.5494132022349444,69.36971857640765
M00084,Emily Khan,Project Manager,15.433948332657193,0.7430254061628468,0.8329790801957035,0.47033459345867273,0.8672100515966632,0.5988112892751802,0.32356244066104484,0.8014907843642427,0.7419437189614791,0.589568480380221,46.416509867885644
M00085,Emily Lopez,HR Manager,11.89685420911241,0.43663608568591816,0.8544814910866532,0.7977875887598251,0.7218506051664475,0.49989384555877314,0.6217201221772417,0.5609249842600987,0.6447708810425781,0.5999172630754837,65.20905401656111
M00086,Omar Brown,HR Manager,18.661055382379473,0.6010938951299243,0.952358025841755,0.8883603197651206,0.8295780901510766,0.82300916546034,0.5971747413293266,0.6111452468996852,0.6483893814524582,0.6032772106624931,80.2591438005354
M00087,John Kim,Team Lead,10.210627802986576,0.4114961571445217,0.9184823122911954,0.7520683201995985,0.7500219598617792,0.7583303935163543,0.6597669773078129,0.4641102123949048,0.6083551579789981,0.6385793172358576,74.8737825299013
M00088,John Kim,Team Lead,8.089004164638473,0.7494394051870362,0.7887400823350913,0.8481911052404151,0.7874323228060481,0.542921131692597,0.5213461745953745,0.93226665954418,0.8358191920574467,0.6116004886259592,
M00089,Omar Kumar,Team Lead,6.5676109727733465,0.6197649283349308,0.8757287419441135,0.7467536260698293,0.8524288225425493,0.7861671474659726,0.6808306769355051,0.7794625649945174,0.7034993635275361,0.529673733817891,66.38186048192665
M00090,Carlos Patel,Operations Manager,10.157747054632408,0.7678819939118494,0.6284346858409605,0.5463657116633069,0.575812345237872,0.727859469828495,0.7423187090468308,0.8263725356112965,0.7539640810982321,0.6481442874379032,34.595046049291525
M00091,Ahmed Patel,Project Manager,13.559039101547931,0.8277323205642526,0.5601104193470641,0.4560126167778286,0.7968280587358181,0.5561774408342175,0.5703118165729428,0.9740684562101327,0.8136504186784357,0.5624398554324077,26.30206584006712
M00092,Hiro Silva,Team Lead,10.04870357971993,0.44894365598490654,0.7765024454683228,0.8505005556247847,0.8902778991133284,0.5265766803772315,0.3756078603355698,0.5793047497516532,0.6232153483372297,0.5128524625990494,71.8449135294297
M00093,Priya Kim,Team Lead,7.14064774585081,0.3945313871634086,0.8504161795681365,0.8110392953480372,0.6112788966473712,0.8325515086024842,0.6677219437904323,0.486291223722488,0.5685576926232019,0.5174281054728831,76.4816701604808
M00094,John Brown,Team Lead,8.63074579225478,0.6376780863783731,0.8040451118827341,0.7413967520778714,0.6091808336807943,0.5747408039408539,0.529753009811407,0.8107562058214289,0.7128271134257558,0.5950831532081686,49.897946368226975
M00095,Raj Khan,Team Lead,5.382443391028088,0.45191460949732665,0.8610920237685477,0.6156380592493087,0.9348139537118586,0.7514118827351259,0.6464284077968259,0.6516365052607274,0.7161008951325882,0.6680560914904521,61.82145792097131
M00096,Priya Wong,Operations Manager,12.355637674775208,0.7487893410890282,0.6914789346093954,,0.6462143073289262,0.6937853434928456,0.6043111996370507,0.8978710117172494,0.861801176179185,0.772839553695139,18.92956523869594
M00097,Carlos Kim,Operations Manager,8.458694940344284,0.71,0.58,0.58,0.7320727356028801,0.4051114880614668,0.3495307271145698,0.7335942069982693,0.6975891203192436,0.5737233856345654,38.257799496754295
M00098,Asha Singh,Operations Manager,13.927649534041771,0.7874748112901264,0.620857244258152,0.5127432361820278,0.4975722500677798,0.6764028770043741,0.6365583149919953,0.7998414968201937,0.7713716034719942,0.5935974631805568,31.5260064796983
M00099,Priya Smith,Project Manager,6.899805159246093,0.8440434767437726,0.6120757691569761,0.45623295899970745,0.754338003110035,0.6495524348834634,0.733485941804505,0.876282102248902,0.7991744937551212,0.6319254024291844,30.725892301718737
M00100,John Kim,Project Manager,12.552714241793051,0.8964694058096233,0.43771984706040856,0.5758120749752582,0.6551102509615935,0.8011926892891674,0.5194655590179287,0.8772357265628716,0.7646781679431061,0.6330722548063199,30.94422967400274
M00101,Mei Wong,Project Manager,17.296778081476504,0.8739915330622524,0.5983243139282415,0.571001490372104,0.7537612809097511,0.750342162351656,0.2872648096487223,0.8713462999175569,0.7871833269593146,0.7770580058145053,33.82859444828448
M00102,Luis Wong,Team Lead,6.437284608766108,0.6371309024338088,0.8464019169717577,0.7727068246547153,0.685098414575747,0.6549178403772606,0.6612978616277687,0.7291693616815748,0.7270878557863772,0.6875748424777848,56.06520959397759
M00103,Asha Patel,HR Manager,14.022897738111313,0.7944889677054202,0.888023633971425,0.9829090881158983,0.8148648654104702,0.8046823096677539,0.5623705510630648,0.7972627048528594,0.7675853381827431,0.581132561915882,72.15570017992839
M00104,Raj Ali,Operations Manager,9.307719975153946,0.7846107541108859,0.36160469134804335,0.4898019534684707,0.8041198089978133,0.5862081195921136,0.8730605104103452,0.8267862191395894,0.8061956068130454,0.6915642223761727,22.77508828927205
M00105,Emily Wong,Team Lead,9.499110074890257,0.47014788551846914,0.7380210132391918,0.8140359645455615,0.7157891314030418,0.6511721152666031,0.4197995969974645,0.5904719850526126,0.6336300070696382,0.5664022983986071,64.93257613483672
M00106,Sara Brown,Project Manager,16.130154283806867,0.8525876057268211,0.6464905902638522,0.4822174750182231,0.6172574462687168,0.6819724886006739,0.9061356154222817,0.8652156548020004,0.8098586988321536,0.6592681979520343,29.47371782938427
M00107,Alice Diaz,Operations Manager,9.469229931313299,0.71,0.59,0.62,0.46575088386819596,0.4757009356743407,0.734845809608247,0.9256517049881678,0.8735577875203293,0.7931030780590307,17.674084320788378
M00108,John Smith,Team Lead,6.035167519038126,0.58,0.85,0.87,0.6532841548704083,0.6284284033449292,0.5998741207567665,0.7146192774075458,0.7971316833261144,0.6277304772727869,58.674885065429564
M00109,Priya Wong,Project Manager,15.763968134780065,0.7963886725003996,0.731132473525191,0.40676959469322443,0.7849318522276195,0.49763788917172386,0.4896988156219978,0.8778712633761792,0.8020515244341359,0.6452684977511097,30.152566581898217
M00110,Alice Smith,Project Manager,17.388442134950274,0.8115606564232399,0.5966532820866635,0.5990954858921803,0.6800471373347806,0.5926448399378438,0.4849048160675148,0.8629108080829365,0.8592616137780213,0.7162148408960602,29.346505562576997
M00111,Fatima Kim,HR Manager,8.205941894729136,0.5182334769234626,0.9505852343578002,,0.7207783600291378,0.4057794353257265,0.586318653804234,0.6207981621122635,0.6357044730312027,0.6110553033302053,62.15166995637297
M00112,Priya Chen,Project Manager,8.98886769082627,0.8185090208890484,0.5844095673336309,0.7412576720105991,0.6880043439859665,0.4604461504931871,0.7780846366474599,0.7740283656310103,0.7281577838935929,0.5378677008388315,43.73903672159722
M00113,James Chen,Team Lead,11.307270432059717,0.4639750342533028,0.8926944596400618,0.7953910719394209,0.44761998682076265,0.815566940254426,0.4189589209736042,0.5101952277048576,0.5435842385753984,0.4997758594574505,73.26104356581114
M00114,Mei Garcia,Team Lead,6.93049839081817,0.26009645067511106,0.7391152158849534,0.8305401006416855,0.6913408052188709,0.7971447756003597,0.5775809193915249,0.44539431432705373,0.5145925991421877,0.5353986205719304,77.07777191548195
M00115,Omar Silva,Team Lead,7.623026280482341,0.46832286488486485,0.7806702351961207,0.92601971568918,0.7041403232037559,0.63983267710952,0.479883433244688,0.6456213568341441,0.5556454913233781,0.5542743555195503,
M00116,Alice Wong,Team Lead,7.177440151338923,0.5937321818300395,0.8492364466966992,0.7219246158229369,0.6536238861277275,0.6756204888614233,0.5429351084730761,0.6200170331578554,0.5933827337829659,0.6081724957578764,63.2929159659667
M00117,Hiro Singh,Team Lead,6.656978789397847,0.5429194612627687,0.7977036569318514,0.5846595692916134,0.7309408595280903,0.5217169589868617,0.7137870770689555,0.6413639605657789,0.7236206981124054,0.5632006874423736,50.98440903583066
M00118,Raj Wong,Project Manager,12.381320894925262,0.9009308369102538,0.6526951652400185,0.7724976662650915,0.48934376686537895,0.42972399633248065,0.5894026662838698,0.9898881879863956,0.852014670518342,0.6941332017111359,27.096688752850746
M00119,John Garcia,Team Lead,7.9705045639663155,0.47784724331158923,0.8201215448933129,0.8383589370060038,0.5407074088150535,0.7676587907064124,0.6701846127033945,0.6239792171593601,0.6954985603762325,0.5996081810892465,62.96916131280366
M00120,Luis Kim,Operations Manager,16.919837846261753,0.87,0.61,0.7,0.7484360308332805,0.7124341801634277,0.5938857631195427,0.9030358166263338,0.8540773518569456,0.7664619003960085,35.56222889745562
M00121,John Diaz,Team Lead,7.931656236931345,0.4286987595924432,0.9179357947094859,0.8257421668512552,0.694096450801865,0.5621813265716816,0.3620206060589643,0.5503205483852752,0.5498116525695442,0.5043439561893852,75.0113515836112
M00122,Carlos Silva,Team Lead,12.23154161912597,0.46210052539080043,0.8130464495420193,0.8814863837546555,0.8609085451220245,0.5340479222406539,0.22946732162472105,0.6116995684898618,0.6081130002356727,0.5784413500244219,71.61163112906756
M00123,Hiro Kim,HR Manager,10.207634787566318,0.5605482570768352,,0.8289986404710828,0.7776667507384413,0.6708078071382544,0.49358442089866605,0.6424555330381259,0.5523292924644653,0.5246311995834669,75.89437098183376
